job_id,title,role_id,role_title,category,company,company_type,company_tier,location,location_tier,min_experience_years,max_experience_years,avg_experience_years,required_skills,preferred_skills,all_skills,salary_min_lpa,salary_max_lpa,salary_mid_lpa,description,posted_days_ago,applicants_count
JOB-3195,Junior Associate Mobile App Developer (iOS / Android / Flutter),mobile_developer,Mobile App Developer (iOS / Android / Flutter),Software Engineering,Google India,Tech Giant,Tier-1,"Pune, Maharashtra",Tier-1,1,3,3,"typescript,swift,kotlin,flutter,rest_apis,react,git",node_js,"typescript,swift,node_js,kotlin,flutter,rest_apis,react,git",10.7,33.4,22.0,"We are hiring a talented Mobile App Developer (iOS / Android / Flutter) to join Google India in Pune, Maharashtra. Develops native and cross-platform mobile experiences for iOS and Android with intuitive touch UX. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Typescript, Swift, Kotlin, Flutter, Rest Apis, React, Git. Preferred / Good to have: Node Js. Strong analytical mindset, problem-solving, and communication skills required.",2,75
JOB-3196,Senior Engineer DevSecOps Engineer,devsecops_engineer,DevSecOps Engineer,Cloud & Infrastructure,Postman,Product Unicorn,Tier-1,"Chennai, Tamil Nadu",Tier-2,6,10,8,"terraform,docker,linux,aws,kubernetes,git,ci_cd,cybersecurity,python","siem,bash","linux,terraform,docker,siem,bash,aws,kubernetes,git,ci_cd,cybersecurity,python",25.0,69.4,47.2,"We are hiring a talented DevSecOps Engineer to join Postman in Chennai, Tamil Nadu. Embeds automated security scanning, compliance gates, and secret management into continuous delivery pipelines. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 8+ years of experience with Terraform, Docker, Linux, Aws, Kubernetes, Git, Ci Cd, Cybersecurity, Python. Preferred / Good to have: Siem, Bash. Strong analytical mindset, problem-solving, and communication skills required.",1,242
JOB-3197,Junior Analytics Engineer,analytics_engineer,Analytics Engineer,Analytics & Engineering,Walmart Global Tech,Retail Tech,Tier-1,"Chennai, Tamil Nadu",Tier-2,0,1,0,"snowflake,sql,bigquery,data_structures_algorithms,git,python,etl_pipelines,dbt",databricks,"snowflake,sql,bigquery,databricks,data_structures_algorithms,git,python,etl_pipelines,dbt",7.3,20.1,13.7,"We are hiring a talented Analytics Engineer to join Walmart Global Tech in Chennai, Tamil Nadu. Bridges the gap between data analytics and data engineering using dbt, SQL modeling, and modern data stack warehouses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 0+ years of experience with Snowflake, Sql, Bigquery, Data Structures Algorithms, Git, Python, Etl Pipelines, Dbt. Preferred / Good to have: Databricks. Strong analytical mindset, problem-solving, and communication skills required.",3,239
JOB-3198,Mid-Level Specialist Site Reliability Engineer (SRE),sre_engineer,Site Reliability Engineer (SRE),Cloud & Infrastructure,Uber Engineering,Tech Giant,Tier-1,"Ahmedabad, Gujarat",Tier-3,3,6,5,"redis,linux,docker,bash,kubernetes,ci_cd,python,monitoring_observability",terraform,"redis,linux,docker,terraform,bash,kubernetes,ci_cd,python,monitoring_observability",17.9,48.2,33.0,"We are hiring a talented Site Reliability Engineer (SRE) to join Uber Engineering in Ahmedabad, Gujarat. Guarantees system uptime, high availability, automated incident recovery, and telemetry monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 5+ years of experience with Redis, Linux, Docker, Bash, Kubernetes, Ci Cd, Python, Monitoring Observability. Preferred / Good to have: Terraform. Strong analytical mindset, problem-solving, and communication skills required.",4,80
JOB-3199,Junior Associate Data Analyst,data_analyst,Data Analyst,Analytics,Google India,Tech Giant,Tier-1,"Ahmedabad, Gujarat",Tier-3,1,3,1,"communication,sql,excel,tableau,statistics,power_bi,business_intelligence,python","snowflake,etl_pipelines","communication,snowflake,sql,excel,tableau,statistics,power_bi,business_intelligence,python,etl_pipelines",6.0,13.6,9.8,"We are hiring a talented Data Analyst to join Google India in Ahmedabad, Gujarat. Analyzes complex datasets to deliver actionable business insights, dashboards, and KPI metrics. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Communication, Sql, Excel, Tableau, Statistics, Power Bi, Business Intelligence, Python. Preferred / Good to have: Snowflake, Etl Pipelines. Strong analytical mindset, problem-solving, and communication skills required.",19,150
JOB-3200,Junior Associate Full Stack Developer,full_stack_developer,Full Stack Developer,Software Engineering,Cognizant Digital,IT Services & Enterprise,Tier-2,"Kolkata, West Bengal",Tier-3,1,3,3,"typescript,postgresql,javascript,node_js,fastapi,rest_apis,react,git,python",vue,"vue,typescript,postgresql,javascript,node_js,fastapi,rest_apis,react,git,python",6.3,17.6,12.0,"We are hiring a talented Full Stack Developer to join Cognizant Digital in Kolkata, West Bengal. Builds end-to-end user interfaces, web applications, backend services, and database layers. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Typescript, Postgresql, Javascript, Node Js, Fastapi, Rest Apis, React, Git, Python. Preferred / Good to have: Vue. Strong analytical mindset, problem-solving, and communication skills required.",5,169
JOB-3201,Entry Level Data Engineer,data_engineer,Data Engineer,Engineering,Wipro Technologies,IT Services & Enterprise,Tier-2,"Ahmedabad, Gujarat",Tier-3,0,1,1,"postgresql,sql,docker,apache_spark,aws,python,etl_pipelines,dbt","kubernetes,databricks","postgresql,sql,docker,apache_spark,databricks,aws,kubernetes,python,etl_pipelines,dbt",5.7,16.3,11.0,"We are hiring a talented Data Engineer to join Wipro Technologies in Ahmedabad, Gujarat. Designs robust data architectures, distributed computing pipelines, and warehouse infrastructure. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Postgresql, Sql, Docker, Apache Spark, Aws, Python, Etl Pipelines, Dbt. Preferred / Good to have: Kubernetes, Databricks. Strong analytical mindset, problem-solving, and communication skills required.",12,362
JOB-3202,Mid-Level Specialist Quantitative Research Analyst,quant_analyst,Quantitative Research Analyst,Analytics & Finance,Infosys Center of AI,IT Services & Enterprise,Tier-2,"Hyderabad, Telangana",Tier-1,3,6,5,"machine_learning,cpp,sql,python,pandas,numpy,statistics,time_series",scikit_learn,"time_series,machine_learning,cpp,sql,scikit_learn,pandas,numpy,statistics,python",18.2,52.9,35.5,"We are hiring a talented Quantitative Research Analyst to join Infosys Center of AI in Hyderabad, Telangana. Develops mathematical trading algorithms, risk models, statistical arbitrage strategies, and market backtests. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 5+ years of experience with Machine Learning, Cpp, Sql, Python, Pandas, Numpy, Statistics, Time Series. Preferred / Good to have: Scikit Learn. Strong analytical mindset, problem-solving, and communication skills required.",21,70
JOB-3203,Junior Associate Site Reliability Engineer (SRE),sre_engineer,Site Reliability Engineer (SRE),Cloud & Infrastructure,IBM India Research,Enterprise Tech,Tier-2,Remote (India),Remote,1,3,2,"redis,linux,docker,terraform,bash,kubernetes,ci_cd,python,monitoring_observability",kafka,"redis,terraform,linux,docker,bash,kafka,kubernetes,ci_cd,python,monitoring_observability",12.3,31.9,22.1,"We are hiring a talented Site Reliability Engineer (SRE) to join IBM India Research in Remote (India). Guarantees system uptime, high availability, automated incident recovery, and telemetry monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Redis, Linux, Docker, Terraform, Bash, Kubernetes, Ci Cd, Python, Monitoring Observability. Preferred / Good to have: Kafka. Strong analytical mindset, problem-solving, and communication skills required.",25,137
JOB-3204,Mid-Level Specialist Data Engineer,data_engineer,Data Engineer,Engineering,PwC Accelerate,Consulting Tier-1,Tier-2,"Bangalore, Karnataka",Tier-1,3,6,5,"postgresql,sql,docker,apache_spark,apache_airflow,apache_kafka,python,etl_pipelines",aws,"postgresql,sql,docker,apache_spark,aws,apache_airflow,apache_kafka,python,etl_pipelines",16.4,41.9,29.1,"We are hiring a talented Data Engineer to join PwC Accelerate in Bangalore, Karnataka. Designs robust data architectures, distributed computing pipelines, and warehouse infrastructure. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 5+ years of experience with Postgresql, Sql, Docker, Apache Spark, Apache Airflow, Apache Kafka, Python, Etl Pipelines. Preferred / Good to have: Aws. Strong analytical mindset, problem-solving, and communication skills required.",14,278
JOB-3205,Mid-Level Specialist Generative AI & Agentic AI Specialist,genai_engineer,Generative AI & Agentic AI Specialist,Data Science & AI,Cisco Systems,Enterprise Tech,Tier-1,"Bangalore, Karnataka",Tier-1,3,6,4,"docker,fastapi,llms,pytorch,rest_apis,nlp,git,elasticsearch,python","mlops,typescript,kubernetes","typescript,docker,fastapi,llms,pytorch,rest_apis,kubernetes,nlp,git,elasticsearch,mlops,python",26.0,66.1,46.0,"We are hiring a talented Generative AI & Agentic AI Specialist to join Cisco Systems in Bangalore, Karnataka. Architects multi-agent AI systems, custom vector embeddings, LLM orchestration, and enterprise RAG solutions. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 4+ years of experience with Docker, Fastapi, Llms, Pytorch, Rest Apis, Nlp, Git, Elasticsearch, Python. Preferred / Good to have: Mlops, Typescript, Kubernetes. Strong analytical mindset, problem-solving, and communication skills required.",17,44
JOB-3206,Junior Site Reliability Engineer (SRE),sre_engineer,Site Reliability Engineer (SRE),Cloud & Infrastructure,Atlassian India,Product Tech,Tier-1,"Pune, Maharashtra",Tier-1,0,1,0,"linux,docker,bash,aws,kubernetes,git,python,monitoring_observability","azure,system_design","linux,docker,bash,aws,kubernetes,azure,system_design,git,python,monitoring_observability",9.5,25.0,17.2,"We are hiring a talented Site Reliability Engineer (SRE) to join Atlassian India in Pune, Maharashtra. Guarantees system uptime, high availability, automated incident recovery, and telemetry monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 0+ years of experience with Linux, Docker, Bash, Aws, Kubernetes, Git, Python, Monitoring Observability. Preferred / Good to have: Azure, System Design. Strong analytical mindset, problem-solving, and communication skills required.",17,353
JOB-3207,Junior Associate QA Automation & SDET Engineer,sdet_qa_engineer,QA Automation & SDET Engineer,Software Engineering,KPMG Tech Consulting,Consulting Tier-1,Tier-2,"Mumbai, Maharashtra",Tier-1,1,3,3,"javascript,docker,qa_automation,rest_apis,git,python","agile_scrum,problem_solving","problem_solving,javascript,docker,qa_automation,rest_apis,agile_scrum,git,python",8.1,21.9,15.0,"We are hiring a talented QA Automation & SDET Engineer to join KPMG Tech Consulting in Mumbai, Maharashtra. Authors automated test suites, end-to-end integration frameworks, and load testing harnesses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Javascript, Docker, Qa Automation, Rest Apis, Git, Python. Preferred / Good to have: Agile Scrum, Problem Solving. Strong analytical mindset, problem-solving, and communication skills required.",17,47
JOB-3208,Junior Analytics Engineer,analytics_engineer,Analytics Engineer,Analytics & Engineering,NVIDIA Bangalore,AI Tech Giant,Tier-1,Remote (India),Remote,0,1,0,"looker,snowflake,bigquery,sql,databricks,data_structures_algorithms,git,python,etl_pipelines,dbt",ci_cd,"looker,snowflake,bigquery,sql,databricks,data_structures_algorithms,git,ci_cd,python,etl_pipelines,dbt",9.8,23.4,16.6,"We are hiring a talented Analytics Engineer to join NVIDIA Bangalore in Remote (India). Bridges the gap between data analytics and data engineering using dbt, SQL modeling, and modern data stack warehouses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 0+ years of experience with Looker, Snowflake, Bigquery, Sql, Databricks, Data Structures Algorithms, Git, Python, Etl Pipelines, Dbt. Preferred / Good to have: Ci Cd. Strong analytical mindset, problem-solving, and communication skills required.",20,327
JOB-3209,Junior Associate AI Product Manager,ai_product_manager,AI Product Manager,Product & Strategy,Cisco Systems,Enterprise Tech,Tier-1,Remote (India),Remote,1,3,1,"problem_solving,machine_learning,communication,product_analytics,sql,leadership,llms,agile_scrum,business_intelligence","python,collaboration","problem_solving,machine_learning,communication,sql,product_analytics,collaboration,leadership,llms,agile_scrum,business_intelligence,python",12.8,33.6,23.2,"We are hiring a talented AI Product Manager to join Cisco Systems in Remote (India). Bridges machine learning technical teams and executive business strategy to build high-impact AI products. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Problem Solving, Machine Learning, Communication, Product Analytics, Sql, Leadership, Llms, Agile Scrum, Business Intelligence. Preferred / Good to have: Python, Collaboration. Strong analytical mindset, problem-solving, and communication skills required.",2,154
JOB-3210,Junior Associate Site Reliability Engineer (SRE),sre_engineer,Site Reliability Engineer (SRE),Cloud & Infrastructure,Razorpay,Fintech Unicorn,Tier-1,"Mumbai, Maharashtra",Tier-1,1,3,2,"linux,bash,aws,kubernetes,ci_cd,python,monitoring_observability",azure,"linux,bash,aws,kubernetes,azure,ci_cd,python,monitoring_observability",14.5,37.6,26.1,"We are hiring a talented Site Reliability Engineer (SRE) to join Razorpay in Mumbai, Maharashtra. Guarantees system uptime, high availability, automated incident recovery, and telemetry monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Linux, Bash, Aws, Kubernetes, Ci Cd, Python, Monitoring Observability. Preferred / Good to have: Azure. Strong analytical mindset, problem-solving, and communication skills required.",1,231
JOB-3211,Junior Associate Quantitative Research Analyst,quant_analyst,Quantitative Research Analyst,Analytics & Finance,Accenture Applied Intelligence,Global IT Consulting,Tier-2,"Noida, Uttar Pradesh",Tier-2,1,3,2,"time_series,machine_learning,cpp,sql,excel,pandas,numpy,statistics,python",problem_solving,"problem_solving,machine_learning,cpp,sql,excel,python,pandas,numpy,statistics,time_series",13.3,41.6,27.5,"We are hiring a talented Quantitative Research Analyst to join Accenture Applied Intelligence in Noida, Uttar Pradesh. Develops mathematical trading algorithms, risk models, statistical arbitrage strategies, and market backtests. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Time Series, Machine Learning, Cpp, Sql, Excel, Pandas, Numpy, Statistics, Python. Preferred / Good to have: Problem Solving. Strong analytical mindset, problem-solving, and communication skills required.",21,186
JOB-3212,Entry Level Quantitative Research Analyst,quant_analyst,Quantitative Research Analyst,Analytics & Finance,Razorpay,Fintech Unicorn,Tier-1,"Ahmedabad, Gujarat",Tier-3,0,1,1,"time_series,machine_learning,cpp,sql,r,pandas,python","problem_solving,scikit_learn","problem_solving,machine_learning,cpp,sql,r,python,scikit_learn,pandas,time_series",12.9,33.7,23.3,"We are hiring a talented Quantitative Research Analyst to join Razorpay in Ahmedabad, Gujarat. Develops mathematical trading algorithms, risk models, statistical arbitrage strategies, and market backtests. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Time Series, Machine Learning, Cpp, Sql, R, Pandas, Python. Preferred / Good to have: Problem Solving, Scikit Learn. Strong analytical mindset, problem-solving, and communication skills required.",21,240
JOB-3213,Mid-Level Specialist Product & Growth Analyst,product_analyst,Product & Growth Analyst,Analytics,Swiggy,High-Growth Unicorn,Tier-1,Gurgaon / Delhi NCR,Tier-1,3,6,3,"problem_solving,communication,product_analytics,sql,collaboration,tableau,statistics,business_intelligence,python","power_bi,looker","problem_solving,communication,product_analytics,sql,looker,collaboration,tableau,statistics,power_bi,business_intelligence,python",10.8,26.7,18.8,"We are hiring a talented Product & Growth Analyst to join Swiggy in Gurgaon / Delhi NCR. Drives product experimentation, user funnel optimization, cohort retention, and A/B test analysis. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Problem Solving, Communication, Product Analytics, Sql, Collaboration, Tableau, Statistics, Business Intelligence, Python. Preferred / Good to have: Power Bi, Looker. Strong analytical mindset, problem-solving, and communication skills required.",18,96
JOB-3214,Junior Associate Full Stack Developer,full_stack_developer,Full Stack Developer,Software Engineering,Cognizant Digital,IT Services & Enterprise,Tier-2,"Bangalore, Karnataka",Tier-1,1,3,3,"postgresql,javascript,node_js,fastapi,rest_apis,react,git,ci_cd,python","typescript,aws","typescript,postgresql,javascript,node_js,fastapi,aws,rest_apis,react,git,ci_cd,python",8.1,22.7,15.4,"We are hiring a talented Full Stack Developer to join Cognizant Digital in Bangalore, Karnataka. Builds end-to-end user interfaces, web applications, backend services, and database layers. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Postgresql, Javascript, Node Js, Fastapi, Rest Apis, React, Git, Ci Cd, Python. Preferred / Good to have: Typescript, Aws. Strong analytical mindset, problem-solving, and communication skills required.",15,165
JOB-3215,Entry Level Frontend Engineer (React / Next.js),frontend_developer,Frontend Engineer (React / Next.js),Software Engineering,PwC Accelerate,Consulting Tier-1,Tier-2,"Pune, Maharashtra",Tier-1,0,1,1,"typescript,communication,javascript,data_structures_algorithms,react,git,ci_cd",angular,"typescript,communication,javascript,angular,data_structures_algorithms,react,git,ci_cd",6.3,19.0,12.7,"We are hiring a talented Frontend Engineer (React / Next.js) to join PwC Accelerate in Pune, Maharashtra. Builds performant, accessible web applications, responsive user interfaces, and state-managed frontends. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Typescript, Communication, Javascript, Data Structures Algorithms, React, Git, Ci Cd. Preferred / Good to have: Angular. Strong analytical mindset, problem-solving, and communication skills required.",13,247
JOB-3216,Mid-Level Specialist Analytics Engineer,analytics_engineer,Analytics Engineer,Analytics & Engineering,TCS Innovation Labs,IT Services & Enterprise,Tier-2,Remote (India),Remote,3,6,6,"snowflake,bigquery,sql,data_structures_algorithms,git,business_intelligence,python,etl_pipelines,dbt","apache_airflow,power_bi","snowflake,sql,bigquery,apache_airflow,power_bi,data_structures_algorithms,git,business_intelligence,python,etl_pipelines,dbt",11.0,28.3,19.6,"We are hiring a talented Analytics Engineer to join TCS Innovation Labs in Remote (India). Bridges the gap between data analytics and data engineering using dbt, SQL modeling, and modern data stack warehouses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Snowflake, Bigquery, Sql, Data Structures Algorithms, Git, Business Intelligence, Python, Etl Pipelines, Dbt. Preferred / Good to have: Apache Airflow, Power Bi. Strong analytical mindset, problem-solving, and communication skills required.",23,134
JOB-3217,Junior Associate Site Reliability Engineer (SRE),sre_engineer,Site Reliability Engineer (SRE),Cloud & Infrastructure,KPMG Tech Consulting,Consulting Tier-1,Tier-2,"Kolkata, West Bengal",Tier-3,1,3,1,"linux,docker,bash,kubernetes,system_design,git,ci_cd,monitoring_observability","redis,azure","redis,linux,docker,bash,kubernetes,azure,system_design,git,ci_cd,monitoring_observability",7.9,22.1,15.0,"We are hiring a talented Site Reliability Engineer (SRE) to join KPMG Tech Consulting in Kolkata, West Bengal. Guarantees system uptime, high availability, automated incident recovery, and telemetry monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Linux, Docker, Bash, Kubernetes, System Design, Git, Ci Cd, Monitoring Observability. Preferred / Good to have: Redis, Azure. Strong analytical mindset, problem-solving, and communication skills required.",3,45
JOB-3218,Junior Associate MLOps Engineer,mlops_engineer,MLOps Engineer,Engineering & DevOps,Deloitte USI,Consulting Tier-1,Tier-2,"Noida, Uttar Pradesh",Tier-2,1,3,2,"machine_learning,linux,docker,terraform,aws,rest_apis,mlops,ci_cd,python","apache_spark,fastapi","machine_learning,terraform,linux,docker,apache_spark,fastapi,aws,rest_apis,mlops,ci_cd,python",11.8,30.6,21.2,"We are hiring a talented MLOps Engineer to join Deloitte USI in Noida, Uttar Pradesh. Automates machine learning model lifecycles, CI/CD orchestration, registry, and drift monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Machine Learning, Linux, Docker, Terraform, Aws, Rest Apis, Mlops, Ci Cd, Python. Preferred / Good to have: Apache Spark, Fastapi. Strong analytical mindset, problem-solving, and communication skills required.",21,219
JOB-3219,Entry Level Data Scientist,data_scientist,Data Scientist,Data Science,Flipkart,High-Growth Unicorn,Tier-1,"Hyderabad, Telangana",Tier-1,0,1,1,"machine_learning,sql,matplotlib_seaborn,scikit_learn,pandas,numpy,statistics,deep_learning,python","mlops,aws","machine_learning,sql,matplotlib_seaborn,scikit_learn,pandas,aws,numpy,statistics,deep_learning,mlops,python",10.3,25.4,17.9,"We are hiring a talented Data Scientist to join Flipkart in Hyderabad, Telangana. Builds predictive statistical and machine learning models to solve high-impact business problems. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Machine Learning, Sql, Matplotlib Seaborn, Scikit Learn, Pandas, Numpy, Statistics, Deep Learning, Python. Preferred / Good to have: Mlops, Aws. Strong analytical mindset, problem-solving, and communication skills required.",12,355
JOB-3220,Junior Associate Cybersecurity & Security Operations Engineer,cybersecurity_engineer,Cybersecurity & Security Operations Engineer,Cloud & Infrastructure,Ola Cabs,High-Growth Unicorn,Tier-1,Gurgaon / Delhi NCR,Tier-1,1,3,2,"problem_solving,docker,siem,bash,git,penetration_testing,cybersecurity,python",ci_cd,"problem_solving,docker,siem,bash,git,penetration_testing,ci_cd,cybersecurity,python",11.3,32.6,22.0,"We are hiring a talented Cybersecurity & Security Operations Engineer to join Ola Cabs in Gurgaon / Delhi NCR. Protects digital assets, performs penetration testing, analyzes threat telemetry, and mitigates security vulnerabilities. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Problem Solving, Docker, Siem, Bash, Git, Penetration Testing, Cybersecurity, Python. Preferred / Good to have: Ci Cd. Strong analytical mindset, problem-solving, and communication skills required.",1,346
JOB-3221,Junior Associate Computer Vision Engineer,cv_engineer,Computer Vision Engineer,Data Science,TCS Innovation Labs,IT Services & Enterprise,Tier-2,"Pune, Maharashtra",Tier-1,1,3,3,"cpp,linux,pytorch,tensorflow,deep_learning,python",system_design,"cpp,linux,system_design,tensorflow,pytorch,deep_learning,python",10.4,31.2,20.8,"We are hiring a talented Computer Vision Engineer to join TCS Innovation Labs in Pune, Maharashtra. Designs deep learning algorithms for video analysis, object detection, robotics, and image processing. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Cpp, Linux, Pytorch, Tensorflow, Deep Learning, Python. Preferred / Good to have: System Design. Strong analytical mindset, problem-solving, and communication skills required.",12,219
JOB-3222,Mid-Level Specialist Cybersecurity & Security Operations Engineer,cybersecurity_engineer,Cybersecurity & Security Operations Engineer,Cloud & Infrastructure,JPMorgan Chase & Co.,Fintech & Investment Banking,Tier-1,"Bangalore, Karnataka",Tier-1,3,6,3,"linux,docker,bash,git,penetration_testing,cybersecurity,python","kubernetes,ci_cd","linux,docker,bash,kubernetes,git,penetration_testing,ci_cd,cybersecurity,python",13.8,38.6,26.2,"We are hiring a talented Cybersecurity & Security Operations Engineer to join JPMorgan Chase & Co. in Bangalore, Karnataka. Protects digital assets, performs penetration testing, analyzes threat telemetry, and mitigates security vulnerabilities. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Linux, Docker, Bash, Git, Penetration Testing, Cybersecurity, Python. Preferred / Good to have: Kubernetes, Ci Cd. Strong analytical mindset, problem-solving, and communication skills required.",1,223
JOB-3223,Principal NLP / LLM Engineer,nlp_engineer,NLP / LLM Engineer,Data Science,TCS Innovation Labs,IT Services & Enterprise,Tier-2,"Pune, Maharashtra",Tier-1,10,15,13,"machine_learning,llms,pytorch,rest_apis,nlp,deep_learning,python","fastapi,mlops","machine_learning,fastapi,llms,pytorch,rest_apis,nlp,deep_learning,mlops,python",28.1,73.3,50.7,"We are hiring a talented NLP / LLM Engineer to join TCS Innovation Labs in Pune, Maharashtra. Develops conversational AI systems, RAG pipelines, LLM fine-tuning, and semantic search architectures. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 13+ years of experience with Machine Learning, Llms, Pytorch, Rest Apis, Nlp, Deep Learning, Python. Preferred / Good to have: Fastapi, Mlops. Strong analytical mindset, problem-solving, and communication skills required.",16,266
JOB-3224,Entry Level Database Administrator & Architect (DBA),database_administrator,Database Administrator & Architect (DBA),Engineering,CRED,Fintech Unicorn,Tier-1,"Hyderabad, Telangana",Tier-1,0,1,1,"redis,mysql,postgresql,sql,linux,docker,mongodb,system_design,monitoring_observability","oracle,snowflake","redis,mysql,postgresql,sql,linux,docker,oracle,snowflake,mongodb,system_design,monitoring_observability",9.0,23.1,16.1,"We are hiring a talented Database Administrator & Architect (DBA) to join CRED in Hyderabad, Telangana. Maintains database reliability, replication, query tuning, indexing optimization, and high availability clusters. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Redis, Mysql, Postgresql, Sql, Linux, Docker, Mongodb, System Design, Monitoring Observability. Preferred / Good to have: Oracle, Snowflake. Strong analytical mindset, problem-solving, and communication skills required.",12,180
JOB-3225,Mid-Level Specialist Analytics Engineer,analytics_engineer,Analytics Engineer,Analytics & Engineering,Atlassian India,Product Tech,Tier-1,"Pune, Maharashtra",Tier-1,3,6,3,"looker,snowflake,bigquery,sql,etl_pipelines,databricks,data_structures_algorithms,git,business_intelligence,dbt",apache_airflow,"looker,snowflake,bigquery,sql,databricks,apache_airflow,data_structures_algorithms,git,business_intelligence,etl_pipelines,dbt",13.6,32.5,23.1,"We are hiring a talented Analytics Engineer to join Atlassian India in Pune, Maharashtra. Bridges the gap between data analytics and data engineering using dbt, SQL modeling, and modern data stack warehouses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Looker, Snowflake, Bigquery, Sql, Etl Pipelines, Databricks, Data Structures Algorithms, Git, Business Intelligence, Dbt. Preferred / Good to have: Apache Airflow. Strong analytical mindset, problem-solving, and communication skills required.",25,89
JOB-3226,Mid-Level Specialist Cybersecurity & Security Operations Engineer,cybersecurity_engineer,Cybersecurity & Security Operations Engineer,Cloud & Infrastructure,Ola Electric,EV Tech Unicorn,Tier-1,"Chennai, Tamil Nadu",Tier-2,3,6,6,"linux,siem,bash,git,penetration_testing,ci_cd,cybersecurity,python","problem_solving,network_security","problem_solving,linux,siem,network_security,bash,git,penetration_testing,ci_cd,cybersecurity,python",16.6,44.1,30.4,"We are hiring a talented Cybersecurity & Security Operations Engineer to join Ola Electric in Chennai, Tamil Nadu. Protects digital assets, performs penetration testing, analyzes threat telemetry, and mitigates security vulnerabilities. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Linux, Siem, Bash, Git, Penetration Testing, Ci Cd, Cybersecurity, Python. Preferred / Good to have: Problem Solving, Network Security. Strong analytical mindset, problem-solving, and communication skills required.",26,276
JOB-3227,Junior Associate Product & Growth Analyst,product_analyst,Product & Growth Analyst,Analytics,PhonePe,Fintech Unicorn,Tier-1,"Hyderabad, Telangana",Tier-1,1,3,1,"product_analytics,sql,collaboration,excel,tableau,statistics,business_intelligence,python","power_bi,dbt","product_analytics,sql,collaboration,excel,tableau,statistics,power_bi,business_intelligence,python,dbt",8.3,20.0,14.2,"We are hiring a talented Product & Growth Analyst to join PhonePe in Hyderabad, Telangana. Drives product experimentation, user funnel optimization, cohort retention, and A/B test analysis. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Product Analytics, Sql, Collaboration, Excel, Tableau, Statistics, Business Intelligence, Python. Preferred / Good to have: Power Bi, Dbt. Strong analytical mindset, problem-solving, and communication skills required.",5,272
